address,bed_room_location_privacy,beds,challenging_behaviors,city,funding_type,nursing_support,overnight_supervision,phone_number,physical_accommodations,profile_id,provider,state,type_of_home,typical_staffing_pattern,updated,url
4913 Winchester Lane N,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Center,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,763-257-7476,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",5244,NEW LIFE CARE                  (18 years + ),MN,"CRS/Formerly SLS, SILS, In-Home, Out of Metro Crisis Bed",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5244
11947 9th Ave NW,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure",Coon Rapids,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-558-2096,"Ramp, Bathroom Hand Rails",4945,Bell Assisted Living LLC,MN,CRS/Formerly SLS,1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4945
2513 POLK ST NE,Main Floor /,3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",MINNEAPOLIS,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,6129869249,,4378,MN CARE ACCESS LLC,MN,"ICF, Foster Care, SILS, In-Home, Respite, Out of Metro Crisis Bed",1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4378
4500 46 Street E.,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,6128770797,Bathroom Hand Rails,4380,Point-One Home health,MN,"CRS/Formerly SLS, SILS, In-Home, Out of Metro Crisis Bed",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4380
7421 18th Ave S,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-402-0806,Bathroom Hand Rails,3405,Team Home Healthcare LLC,MN,"ICF, In-Home",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3405
7239 3rd Ave S,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,CADI Waiver,Weekly Visit,Awake,6124079967,Bathroom Hand Rails,3742,Goldstar Residential Services INC,MN,"CRS/Formerly SLS, ICF, Foster Care, Respite, Temporary Care, Out of Metro Crisis Bed",1:1,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3742
2748 Chicago Ave S,"Main Floor, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency",Minneapolis,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,6124070378,,5224,Metropolitan Sincerity HomeCare Corp,MN,In-Home,2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5224
3835 Saratoga Lane N,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Plymouth,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,1 (952) 297-2244,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",3536,Generous Home Care Services,MN,In-Home,1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3536
7949 Orchard Avenue North,Basement /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,763 221 5401,Bathroom Hand Rails,5225,New Hope Care LLC,MN,"CRS/Formerly SLS, In-Home",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5225
3428 Oakland Avenue,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,6127358082,"Ramp, Bathroom Hand Rails",3305,True Care Homes,MN,"CRS/Formerly SLS, ICF, SILS, In-Home",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3305
3307 O'Henry Rd,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,612.703.2986,Bathroom Hand Rails,3605,Divine Home Care Services,MN,"CRS/Formerly SLS, SILS, In-Home",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3605
17962 EVENTIDE WAY,Upstairs /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",LAKEVILLE,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay",On Call,Awake,6125458695,,5303,Faithful Adult Foster Care,MN,"Foster Care, Respite",1:1,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5303
Oakwood Drive,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",New Brighton,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,,7634004430,"Ramp, Bathroom Hand Rails",2755,Sanctuary Healthcare Services LLC,MN,"CRS/Formerly SLS, Foster Care, In-Home, Temporary Care",,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=2755
78th Ct N House,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,7634004430,"Ramp, Bathroom Hand Rails",2570,Sanctuary Healthcare Services LLC,MN,"CRS/Formerly SLS, In-Home",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=2570
860 Roger’s ct,"Main Floor, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Eagan,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6122981267,"Wheelchair, Hospital Bed, Stair Lift, Bathroom Hand Rails",5027,TwinCities Loyal Holistic Care LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home",1:1,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5027
950 121st Ln NW,,1,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Coon Rapids,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,763-324-8220,Bathroom Hand Rails,3659,Qualicare Homes Corporation,MN,"In-Home, Respite",,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3659
3937 Foxglove Ct N,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Park,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-203-4758,"Hoyer Lift, Hospital Bed, Stair Lift, Bathroom Hand Rails",4060,We Care Home Health Services LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home, Respite",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4060
12423 PARTRIDGE STREET NW,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",COON RAPIDS,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,612-203-4758,"Wheelchair, Hoyer Lift, Hospital Bed, Bathroom Hand Rails",3121,We Care Home Health Services LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home, Respite",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3121
2000 EDINBROOK CT,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",BROOKLYN PARK,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,612-203-4758,"Hospital Bed, Bathroom Hand Rails",3416,We Care Home Health Services LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home, Respite",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3416
2016 123RD AVENUE NW,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",COON RAPIDS,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,612-203-4758,"Hospital Bed, Bathroom Hand Rails",3345,We Care Home Health Services LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home, Respite",1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3345
11901 Round lake BLVD NW,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Coon Rapids,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,6122034758,"Wheelchair, Hospital Bed, Bathroom Hand Rails",3122,We Care Home Health Services LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home, Respite, Temporary Care",1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3122
P O Box 46,"Main Floor, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Farmington,"CAC, CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,5072026082,"Wheelchair, Bathroom Hand Rails",3191,Relief Homecare LLC,MN,In-Home,1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3191
Hollow Park Lane,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Burnsville,"CADI Waiver, TBI, Elderly Waiver, Private Pay",Weekly Visit,Awake,5072026082,Bathroom Hand Rails,3359,Relief Homecare LLC,MN,"In-Home, Temporary Care",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3359
9501 Washburn Avenue North,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Park,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-229-9623,Bathroom Hand Rails,4238,"Keshi Health Care Services, Inc.",MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite, Out of Metro Crisis Bed",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4238
6401 132nd street west,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",apple valley,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,651-235-7828,"Wheelchair, Ramp, Bathroom Hand Rails",4231,Everbloom Home Health Care LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4231
1864 Bear Path Trl,"Main Floor, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Eagan,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,651-235-7828,Bathroom Hand Rails,3702,Everbloom Home Health Care LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite, Temporary Care",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3702
12357 5TH ST NE,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,7633168468,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",4808,Midhaga (Mid) Family Adult Foster Care,MN,"Foster Care, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:1,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4808
7814 Unity Avenue North,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency",Brooklyn Park,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,763-296-6256,Bathroom Hand Rails,3548,The Guardian Home Care,MN,"CRS/Formerly SLS, In-Home",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3548
4008 129th street w,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency, Positive Support Transition Plan",Savage,"CADI Waiver, Elderly Waiver, Private Pay",Weekly Visit,Awake,612 461 3951,,5182,hope residential homes,MN,In-Home,1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5182
1534 19TH AVE NW,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Positive Support Transition Plan",NEW BRIGHTON,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,605-728-5659,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5266,"New Brighton Home Healthcare Services, LLC",MN,"CRS/Formerly SLS, ICF, In-Home, Respite, Out of Metro Crisis Bed",2:4,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5266
272 Arlington Avenue W.,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Saint Paul,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-598-5048,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5072,Family Choice Assisted Living LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Out of Metro Crisis Bed",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5072
6501 57th Avenue North,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Crystal,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-567-6870,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5178,Thrive Health Services LLC,MN,"ICF, In-Home, Respite",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5178
6229 Garfield Ave S,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-389-0356,"Ramp, Bathroom Hand Rails",5206,Primary Living Inc,MN,"CRS/Formerly SLS, ICF, In-Home",1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5206
803 Weeks Ave SE,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,651-447-9845,Hospital Bed,4991,Alliance Home Health Care LLC,MN,"SILS, In-Home, Respite",1:1,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=4991
1871 130th Lane Northwest,"Main Floor, Basement, Upstairs /",2,"Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay",On Site,Awake,7635167420,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",3304,Furtu and Family's Home,MN,"Foster Care, In-Home, Respite, Temporary Care",1:3,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3304
~ CALL TODAY FRIST TWO MONTHS FREE RENT~ 1130 14th Ave Southeast,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,6514947653,"Ramp, Stair Lift, Bathroom Hand Rails",3301,Big Hearts Home Care Inc,MN,In-Home,1:1,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=3301
10816 Cedarbridge Ave,"Main Floor, Basement, Upstairs /",5,"Verbal Aggression, Elopement, Positive Support Transition Plan",Burnsville,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,952-212-0582,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",5396,Attentivecare LLC,MN,"SILS, Respite",1:2,"Jul 21, 2023",https://mnopenings.org/profile/housing/?profile=5396
